timestamp,block_number,epoch_id,relative_epoch,free_unit,pool_locked_unit,total_pool_unit,pool_locked_ratio,active_tasks,sum_active_budget_unit,task_locked_unit,task_locked_ratio,baseline_locked_unit,improvement,bill_settled_this_tick,total_paid_unit,available_tasks_count
2026-06-10T07:27:40.272Z,102951,32,0,173435,81500,254935,0.3197,3,31500,31500,0.1236,94500,3.00,0,0,115
2026-06-10T07:27:50.289Z,102953,32,0,173435,81500,254935,0.3197,3,31500,31500,0.1236,94500,3.00,0,0,115
2026-06-10T07:28:00.292Z,102954,32,0,173435,81500,254935,0.3197,3,31500,31500,0.1236,94500,3.00,0,0,115
2026-06-10T07:28:10.306Z,102956,32,0,173435,81500,254935,0.3197,3,31500,31500,0.1236,94500,3.00,0,0,115
2026-06-10T07:28:20.293Z,102958,32,0,173435,81500,254935,0.3197,3,31500,31500,0.1236,94500,3.00,0,0,115
2026-06-10T07:28:30.294Z,102959,32,0,173435,81500,254935,0.3197,3,31500,31500,0.1236,94500,3.00,0,0,115
2026-06-10T07:28:40.289Z,102961,32,0,173435,81500,254935,0.3197,3,31500,31500,0.1236,94500,3.00,0,0,115
2026-06-10T07:28:50.293Z,102963,32,0,173435,81500,254935,0.3197,3,31500,31500,0.1236,94500,3.00,0,0,115
2026-06-10T07:29:00.292Z,102964,32,0,173435,81500,254935,0.3197,3,31500,31500,0.1236,94500,3.00,0,0,115
2026-06-10T07:29:10.292Z,102966,32,0,173435,81500,254935,0.3197,3,31500,31500,0.1236,94500,3.00,0,0,115
2026-06-10T07:29:20.294Z,102968,32,0,173435,81500,254935,0.3197,3,31500,31500,0.1236,94500,3.00,0,0,115
2026-06-10T07:29:30.295Z,102969,32,0,173435,81500,254935,0.3197,3,31500,31500,0.1236,94500,3.00,0,0,115
2026-06-10T07:29:40.296Z,102971,32,0,173435,81500,254935,0.3197,3,31500,31500,0.1236,94500,3.00,0,0,115
2026-06-10T07:29:50.294Z,102973,32,0,173435,81500,254935,0.3197,3,31500,31500,0.1236,94500,3.00,0,0,115
