timestamp,block_number,epoch_id,free_unit,pool_locked_unit,total_pool_unit,pool_locked_ratio,active_tasks,sum_active_budget_unit,task_locked_unit,task_locked_ratio,baseline_locked_unit,improvement,bill_settled_this_tick,total_paid_unit,available_tasks_count
2026-06-09T11:36:36.854Z,91040,9,160000,81500,241500,0.3375,3,31500,31500,0.1304,346500,11.00,0,0,106
2026-06-09T11:37:06.856Z,91045,9,160000,81500,241500,0.3375,3,31500,31500,0.1304,346500,11.00,0,0,106
2026-06-09T11:37:36.861Z,91051,9,160000,81500,241500,0.3375,3,31500,31500,0.1304,346500,11.00,0,0,106
2026-06-09T11:38:06.860Z,91055,9,160000,81500,241500,0.3375,3,31500,31500,0.1304,346500,11.00,0,0,106
2026-06-09T11:38:36.861Z,91060,9,160000,81500,241500,0.3375,3,31500,31500,0.1304,346500,11.00,0,0,106
2026-06-09T11:39:06.860Z,91065,9,160000,81500,241500,0.3375,3,31500,31500,0.1304,346500,11.00,0,0,106
2026-06-09T11:39:36.863Z,91070,9,160000,81500,241500,0.3375,3,31500,31500,0.1304,346500,11.00,0,0,106
2026-06-09T11:40:06.862Z,91075,9,160000,81500,241500,0.3375,3,31500,31500,0.1304,346500,11.00,0,0,106
2026-06-09T11:40:36.863Z,91080,9,160000,81500,241500,0.3375,3,31500,31500,0.1304,346500,11.00,0,0,106
2026-06-09T11:41:06.864Z,91085,9,160000,81500,241500,0.3375,3,31500,31500,0.1304,346500,11.00,0,0,106
2026-06-09T11:41:36.867Z,91090,9,160000,81500,241500,0.3375,3,31500,31500,0.1304,346500,11.00,0,0,106
2026-06-09T11:42:06.866Z,91095,9,160000,81500,241500,0.3375,3,31500,31500,0.1304,346500,11.00,0,0,106
2026-06-09T11:42:36.870Z,91100,9,160000,81500,241500,0.3375,3,31500,31500,0.1304,346500,11.00,0,0,106
2026-06-09T11:43:06.870Z,91105,10,158500,81500,240000,0.3396,3,31500,31500,0.1313,315000,10.00,1,1500,105
2026-06-09T11:43:36.868Z,91110,10,158500,81500,240000,0.3396,3,31500,31500,0.1313,315000,10.00,0,0,105
2026-06-09T11:44:06.872Z,91116,10,158500,81500,240000,0.3396,3,31500,31500,0.1313,315000,10.00,0,0,105
2026-06-09T11:44:36.873Z,91120,10,158500,81500,240000,0.3396,3,31500,31500,0.1313,315000,10.00,0,0,105
2026-06-09T11:45:06.877Z,91125,10,158500,81500,240000,0.3396,3,31500,31500,0.1313,315000,10.00,0,0,105
2026-06-09T11:45:36.875Z,91130,10,158500,81500,240000,0.3396,3,31500,31500,0.1313,315000,10.00,0,0,105
2026-06-09T11:46:06.875Z,91135,10,158500,81500,240000,0.3396,3,31500,31500,0.1313,315000,10.00,0,0,105
2026-06-09T11:46:36.876Z,91140,10,158500,81500,240000,0.3396,3,31500,31500,0.1313,315000,10.00,0,0,105
2026-06-09T11:47:06.876Z,91145,10,158500,81500,240000,0.3396,3,31500,31500,0.1313,315000,10.00,0,0,105
2026-06-09T11:47:36.874Z,91150,10,158500,81500,240000,0.3396,3,31500,31500,0.1313,315000,10.00,0,0,105
2026-06-09T11:48:06.881Z,91155,10,153500,81500,235000,0.3468,3,31500,31500,0.1340,315000,10.00,1,5000,102
2026-06-09T11:48:36.881Z,91161,10,153500,81500,235000,0.3468,3,31500,31500,0.1340,315000,10.00,0,0,102
2026-06-09T11:49:06.880Z,91165,10,153500,81500,235000,0.3468,3,31500,31500,0.1340,315000,10.00,0,0,102
2026-06-09T11:49:36.880Z,91170,10,153500,81500,235000,0.3468,3,31500,31500,0.1340,315000,10.00,0,0,102
2026-06-09T11:50:06.884Z,91175,10,153500,81500,235000,0.3468,3,31500,31500,0.1340,315000,10.00,0,0,102
2026-06-09T11:50:36.884Z,91180,10,153500,81500,235000,0.3468,3,31500,31500,0.1340,315000,10.00,0,0,102
