timestamp,block_number,epoch_id,relative_epoch,free_unit,pool_locked_unit,total_pool_unit,pool_locked_ratio,active_tasks,sum_active_budget_unit,task_locked_unit,task_locked_ratio,baseline_locked_unit,improvement,bill_settled_this_tick,total_paid_unit,available_tasks_count
2026-06-11T05:28:52.196Z,116163,40,0,129487.5,121502.5,250990,0.4841,6,71502.5,71502.5,0.2849,214507.5,3.00,0,0,258975
2026-06-11T05:29:02.216Z,116165,40,0,129487.5,121502.5,250990,0.4841,6,71502.5,71502.5,0.2849,214507.5,3.00,0,0,258975
2026-06-11T05:29:12.212Z,116166,40,0,129487.5,121502.5,250990,0.4841,6,71502.5,71502.5,0.2849,214507.5,3.00,0,0,258975
2026-06-11T05:29:22.210Z,116168,40,0,129487.5,121502.5,250990,0.4841,6,71502.5,71502.5,0.2849,214507.5,3.00,0,0,258975
2026-06-11T05:29:32.216Z,116170,40,0,129487.5,121502.5,250990,0.4841,6,71502.5,71502.5,0.2849,214507.5,3.00,0,0,258975
2026-06-11T05:29:42.258Z,116171,40,0,129487.5,121502.5,250990,0.4841,6,71502.5,71502.5,0.2849,214507.5,3.00,0,0,258975
2026-06-11T05:29:52.220Z,116173,40,0,129487.5,121502.5,250990,0.4841,6,71502.5,71502.5,0.2849,214507.5,3.00,0,0,258975
2026-06-11T05:30:02.214Z,116175,40,0,129487.5,121502.5,250990,0.4841,6,71502.5,71502.5,0.2849,214507.5,3.00,0,0,258975
2026-06-11T05:30:12.221Z,116176,40,0,129487.5,121502.5,250990,0.4841,6,71502.5,71502.5,0.2849,214507.5,3.00,0,0,258975
2026-06-11T05:30:22.216Z,116178,40,0,129487.5,121502.5,250990,0.4841,6,71502.5,71502.5,0.2849,214507.5,3.00,0,0,258975
2026-06-11T05:30:32.217Z,116180,40,0,129487.5,121502.5,250990,0.4841,6,71502.5,71502.5,0.2849,214507.5,3.00,0,0,258975
2026-06-11T05:30:42.221Z,116181,40,0,129487.5,121502.5,250990,0.4841,6,71502.5,71502.5,0.2849,214507.5,3.00,0,0,258975
2026-06-11T05:30:52.219Z,116183,40,0,129487.5,121502.5,250990,0.4841,6,71502.5,71502.5,0.2849,214507.5,3.00,0,0,258975
2026-06-11T05:31:02.219Z,116185,40,0,127987.5,121502.5,249490,0.4870,6,71502.5,71502.5,0.2866,214507.5,3.00,1,1500,255975
2026-06-11T05:31:12.217Z,116186,40,0,127987.5,121502.5,249490,0.4870,6,71502.5,71502.5,0.2866,214507.5,3.00,0,0,255975
2026-06-11T05:31:22.217Z,116188,40,0,127987.5,121502.5,249490,0.4870,6,71502.5,71502.5,0.2866,214507.5,3.00,0,0,255975
2026-06-11T05:31:32.215Z,116190,40,0,127987.5,121502.5,249490,0.4870,6,71502.5,71502.5,0.2866,214507.5,3.00,0,0,255975
2026-06-11T05:31:42.217Z,116191,40,0,127987.5,121502.5,249490,0.4870,6,71502.5,71502.5,0.2866,214507.5,3.00,0,0,255975
2026-06-11T05:31:52.225Z,116193,40,0,127987.5,121502.5,249490,0.4870,6,71502.5,71502.5,0.2866,214507.5,3.00,0,0,255975
2026-06-11T05:32:02.223Z,116195,40,0,127987.5,121502.5,249490,0.4870,6,71502.5,71502.5,0.2866,214507.5,3.00,0,0,255975
2026-06-11T05:32:12.219Z,116196,40,0,127987.5,121502.5,249490,0.4870,6,71502.5,71502.5,0.2866,214507.5,3.00,0,0,255975
2026-06-11T05:32:22.223Z,116198,40,0,127987.5,121502.5,249490,0.4870,6,71502.5,71502.5,0.2866,214507.5,3.00,0,0,255975
2026-06-11T05:32:32.217Z,116200,40,0,127987.5,121502.5,249490,0.4870,6,71502.5,71502.5,0.2866,214507.5,3.00,0,0,255975
2026-06-11T05:32:42.241Z,116201,40,0,121837.5,121502.5,243340,0.4993,6,71502.5,71502.5,0.2938,214507.5,3.00,1,6150,243675
2026-06-11T05:32:52.224Z,116203,40,0,121837.5,121502.5,243340,0.4993,6,71502.5,71502.5,0.2938,214507.5,3.00,0,0,243675
2026-06-11T05:33:02.238Z,116205,40,0,121837.5,121502.5,243340,0.4993,6,71502.5,71502.5,0.2938,214507.5,3.00,0,0,243675
2026-06-11T05:33:12.222Z,116206,40,0,121837.5,121502.5,243340,0.4993,6,71502.5,71502.5,0.2938,214507.5,3.00,0,0,243675
2026-06-11T05:33:22.223Z,116208,40,0,121837.5,121502.5,243340,0.4993,6,71502.5,71502.5,0.2938,214507.5,3.00,0,0,243675
