timestamp,block_number,block_hash,extrinsics_total,bridge_extrinsics,ccmc_digest_calls,fmc_bill_calls,ccmc_events,fmc_events
2026-06-20T12:00:44.073Z,87,0x44a238e8942a0642f1d366bb0bb773d4b0b812edbdf005a1f4f2c08d46a7a7fa,1,0,0,0,0,0
2026-06-20T12:00:50.062Z,88,0xb29939d313a4616d583fc1bbacd38b4c4bceca18c7524b3d41fe41da0c1d58b8,1,0,0,0,0,0
2026-06-20T12:00:55.992Z,89,0xe1900f5c9034e01e9b70d34f787848767aa3a3f3ab2a86a29904a2915973a877,1,0,0,0,0,0
2026-06-20T12:01:02.271Z,90,0xb2f2a3b630195ce7ffece6bc61226252d4b46d17aaf2028b9bc497101ebd6f32,1,0,0,0,0,0
2026-06-20T12:01:08.106Z,91,0xa73078af690cea7ce456272e816cd299d4514366f9edabf1d3a7940cbacf0718,1,0,0,0,0,0
2026-06-20T12:01:14.035Z,92,0x2200fdf2922c2cb61d89d33d5657c1db70836ccfdd9650308c694009e934bd0e,1,0,0,0,0,0
2026-06-20T12:01:20.066Z,93,0x93f863a9fdabefb2c66088d1a1311bb0d2a6af8356c3474683a0693493bc56fc,1,0,0,0,0,0
2026-06-20T12:01:26.013Z,94,0xff1df1dc757dd13e2953c808bf3bf9e60a85f516d806ff166845f798d09a9ba6,1,0,0,0,0,0
2026-06-20T12:01:32.079Z,95,0x23e906d3d66e7becb01b29e40227b301b74924832050d2ca49e72f0cd7ed31d9,1,0,0,0,0,0
2026-06-20T12:01:38.022Z,96,0xc935acfbceac2be0d7f86f7930d6f23ff56cf157d64b23ee2fc6994ce2050cf9,1,0,0,0,0,0
2026-06-20T12:01:44.083Z,97,0xe6ff16b94fb204d1d1f0c749f50e63ef5c2fa783c58311dc444911959098ad3a,1,0,0,0,0,0
2026-06-20T12:01:50.022Z,98,0x44d86ac93d3cad6717150bbb6b64c61b77e657f216b521781c15c26ed54dfacc,1,0,0,0,0,0
2026-06-20T12:01:56.131Z,99,0xf92941e979e7bde5e8f2bc973a852da5b6ea800b8471e36990b37700c3a9c13b,1,0,0,0,0,0
2026-06-20T12:02:02.060Z,100,0x7a147df224d050f85316005b4dfc3924cac71d01346e8dd89990f9dad6d2430c,1,0,0,0,0,0
2026-06-20T12:02:08.036Z,101,0x6abb6be1a1e46afbf3384872f46a2cad20db22557e3d9fc963fa503daf5cec12,1,0,0,0,0,0
2026-06-20T12:02:14.037Z,102,0xd7dc991da7553e413092135acec4671f83c078c06b4ec0bf1395dcfee20f2775,1,0,0,0,0,0
2026-06-20T12:02:20.062Z,103,0xdfba56442651ce7bf72fd1d87d6b9756e430225313670448c9787cf1bf5c2b34,1,0,0,0,0,0
2026-06-20T12:02:26.050Z,104,0x8dd18286dfcebac08b9fca6d89cf2bc75b8b197712d431f8f03b718a6de956b8,1,0,0,0,0,0
2026-06-20T12:02:32.077Z,105,0x01abb5339ff2c78ca89962c6eeca9d479ff2e67035c91b6c499962936e08eee2,1,0,0,0,0,0
2026-06-20T12:02:38.056Z,106,0x91a46fd2a7e8cc69ba484bd6cccc677c17bb1530c0bb17f05208110900c63825,5,4,4,0,0,0
2026-06-20T12:02:44.108Z,107,0xf1c644d241fe1ecdaa479c4aae0a2fd370cb9ba90d39677df98d9e55c692dca7,5,4,0,4,0,0
2026-06-20T12:02:50.085Z,108,0x43dcd2b43935bb13b7ebdc3aa05f1b53966e4f9cc2f9de942a832b0c4afa2336,3,2,2,0,0,0
2026-06-20T12:02:56.080Z,109,0xb021ecc61183ea0291d669a14e00e9c64818f39344eeea16ee3dce284d0c0808,3,2,0,2,0,0
2026-06-20T12:03:02.060Z,110,0xf1b7903d66a27172032d5ae243f4805509d0bd8b49435fdf94b2822f136445dd,1,0,0,0,0,0
2026-06-20T12:03:08.067Z,111,0x9559b7c174b38c2e3d17318458dec47725b6c82d48c86ee541dfd8b0cdb5ec38,1,0,0,0,0,0
2026-06-20T12:03:14.073Z,112,0xcec9c6a82e82f8d858a45e647cce46549165a7bd50c29885c3d66037eef8f2c3,1,0,0,0,0,0
2026-06-20T12:03:20.082Z,113,0xd217f8ca792bf82e08e11dfab70002282cc1d89d97c825e17adc7efb1e97d339,1,0,0,0,0,0
2026-06-20T12:03:26.075Z,114,0xdb214669834342d0661f9e7d192b69081559bd809949ff21cb491c15607dbceb,1,0,0,0,0,0
2026-06-20T12:03:32.092Z,115,0x3d44aa76850e8b218f41420ed47d3f511dbb6e3edc39382f86f60ff8a4438edf,1,0,0,0,0,0
2026-06-20T12:03:38.086Z,116,0x26a06a83bac1e763c7c1d255196a07d2761f98f8233959d5702e9f4538d788e3,1,0,0,0,0,0
2026-06-20T12:03:44.110Z,117,0x9743e231b48031a8bd6657810555e10a56c4c607255ee75178a6897565f33474,1,0,0,0,0,0
2026-06-20T12:03:50.107Z,118,0xff40748bd9c8c9b04209fffb62089aeae4fadb0438ce8b8011c92f13bd2bd065,1,0,0,0,0,0
2026-06-20T12:03:56.093Z,119,0xd59e1863d0b26612aa2432cd87786760e30e1e209f1d72e38aa36eda6e427bf4,1,0,0,0,0,0
2026-06-20T12:04:02.098Z,120,0xf0b967f6c86b267e5ae58e17016b1b7efeb1a52e15d519f0eabf5909d171958c,1,0,0,0,0,0
