timestamp,block_number,block_hash,extrinsics_total,bridge_extrinsics,ccmc_digest_calls,fmc_bill_calls,ccmc_events,fmc_events
2026-06-19T15:49:38.564Z,3663,0xd6007674beb3c34d01679fbb163593bb4189b574f77eac860d65fa751394889b,1,0,0,0,0,0
2026-06-19T15:49:44.542Z,3664,0x91e511149514ba1c130f1477dc8b469196a6fd9779e7d727ec3ae63db22f45c9,1,0,0,0,0,0
2026-06-19T15:49:50.535Z,3665,0xd66e3425ea8e4bdb37c14df222054b21e8f2294599233868e23f25dfdf9c993a,1,0,0,0,0,0
2026-06-19T15:49:56.547Z,3666,0xb63e383773a1202c44ce00c362e35594341907cd064fec7a47c8f9b9c9428ed8,1,0,0,0,0,0
2026-06-19T15:50:02.545Z,3667,0xcffb30e377cbe7a21e8dd820c2c3deb712e234dc08f4039d892e714b4b9cd010,1,0,0,0,0,0
2026-06-19T15:50:08.548Z,3668,0x25b452434d9761cc7c03b403f6e0b1fc56e7295729e66e0b8751a478408ab54b,1,0,0,0,0,0
2026-06-19T15:50:14.559Z,3669,0x3320d48bdd9c50969d073bc17c47062e99317aed178086e716690bcf83879639,1,0,0,0,0,0
2026-06-19T15:50:20.562Z,3670,0x7fd1089cb08b35f52bd8be40f36f2571b5dfebb78d54d55bf9aa78e8eb33ec02,1,0,0,0,0,0
2026-06-19T15:50:26.573Z,3671,0xdafeb92ce5ffb802bde81e5db9f67ac68b8bff7d019fbc8b6724aa693bab46be,1,0,0,0,0,0
2026-06-19T15:50:32.561Z,3672,0x309d450e24067feb441b279c336f791034002e52453f2ad9fac4ce197fc89f23,1,0,0,0,0,0
2026-06-19T15:50:38.568Z,3673,0x49970f3dd1155348205b40bc16b1a5b1efb0f3f3a61a64044b3734259f9220f0,1,0,0,0,0,0
2026-06-19T15:50:44.576Z,3674,0x4c4b94b7cceacee46361a5cadb273120aca5f6bcc74f73acc2e0a10610be29e4,1,0,0,0,0,0
