timestamp,block_number,block_hash,extrinsics_total,bridge_extrinsics,ccmc_digest_calls,fmc_bill_calls,ccmc_events,fmc_events
2026-06-19T15:52:13.686Z,3689,0x0bed72a6f88f4857f4bf2bee61c87938781498baa96b01892ea05f89e190befb,1,0,0,0,0,0
2026-06-19T15:52:19.686Z,3690,0x2e7c928675e65bc4e1313a55b9f6ed5c274e11d90ef1621f134ea41e82858cb0,1,0,0,0,0,0
2026-06-19T15:52:25.680Z,3691,0xe58b41551a0fa779501c37e25f37d77e2ecffe411c4e3246703de88b15a2a4fd,1,0,0,0,0,0
2026-06-19T15:52:31.688Z,3692,0x0b87b5506b29f3c994bbba8209f5639d69395609c4220ba2e718bcaebce6d8f2,1,0,0,0,0,0
2026-06-19T15:52:37.687Z,3693,0x6f57f7642ec88cca329f316c92b99db932513d55eed140b71e5e0fd2ce75d59e,1,0,0,0,0,0
2026-06-19T15:52:43.691Z,3694,0x48f216e25e97c3c076493d3957334c088435de596b0286bcb5d1b3f721c34008,1,0,0,0,0,0
2026-06-19T15:52:49.687Z,3695,0x90ff4f95003ddbeb1b987ea341fa432ea594d977d6306aa37e04c40f377bb52d,1,0,0,0,0,0
2026-06-19T15:52:55.684Z,3696,0x22841593a27f2efbeded40159285f8e790bf1441d96c89c0cc0e6188fb531f25,1,0,0,0,0,0
2026-06-19T15:53:01.694Z,3697,0x4f3ae4db580f2c9277fbd42a8211f1075452b407b442c3250af5c1ac67f4b9af,1,0,0,0,0,0
2026-06-19T15:53:07.707Z,3698,0x2330e8f2ab4a8bc3fa39b95f91d257768beaa9edf1a6d35502a516e732f14ba0,1,0,0,0,0,0
2026-06-19T15:53:13.705Z,3699,0x8ce5a1780da8ad23f60d407758005845f618d9f3bbece8601371e4825aeb853b,1,0,0,0,0,0
2026-06-19T15:53:19.706Z,3700,0x59b7aa8bc8cec619b33b29a9248161f470ab0d14d273138eded254481c49d8fd,1,0,0,0,0,0
