timestamp,block_number,block_hash,extrinsics_total,bridge_extrinsics,ccmc_digest_calls,fmc_bill_calls,ccmc_events,fmc_events
2026-06-20T07:02:25.742Z,64,0x790f23db13f7a0a00490bcef8766eddf43a3b312360c397410d437ee92329bc4,1,0,0,0,0,0
2026-06-20T07:02:31.740Z,65,0x7265098b1ff08a892c8fb4635dde8d08ccddaa6703733281ee9c3d52fb8da9c7,1,0,0,0,0,0
2026-06-20T07:02:37.747Z,66,0xbf9226a5015d04d6bc7692c1520af1f1e60166fdf25608ed418dc64b49bc8581,1,0,0,0,0,0
2026-06-20T07:02:43.749Z,67,0xeca4da792db0102bb3215a7485ff6baf44c90fc37519045c15c2296fd6dd10ba,1,0,0,0,0,0
2026-06-20T07:02:49.750Z,68,0xe7caa9300dc8c5d7cb2a8a9ded580497a1eae0a56e78eeb8a1d767a89aca5647,1,0,0,0,0,0
2026-06-20T07:02:55.751Z,69,0x70866b900d1a8378e40e8c39622755ba47a9dfbfa4adc67e840ccc3349503a1d,1,0,0,0,0,0
2026-06-20T07:03:01.758Z,70,0xb40160d7edb6a155ce4e3cc9aefffd537da4b8e1a9a3f6fe7478d2d10ad75423,1,0,0,0,0,0
2026-06-20T07:03:07.758Z,71,0x7e19f3589e082ce8a62fe103e6b4015e64f04e4f31284d01c0ee50f93c3434be,1,0,0,0,0,0
2026-06-20T07:03:13.760Z,72,0x6c20b3bbfb96392f3cfebfabbd6ac028a7b43dd3034986cc93ad08b45a30f1d4,1,0,0,0,0,0
2026-06-20T07:03:19.760Z,73,0xbfae4bf031b53bea391d9ab067b9d12954312d1e434391ecb4849e81980ec144,1,0,0,0,0,0
2026-06-20T07:03:25.768Z,74,0xa329ff3a0b8bbf8215cbcb48f7dc6ace7d4d007c31071d13f7f7e7c6e74bf920,1,0,0,0,0,0
2026-06-20T07:03:31.773Z,75,0x5dd59b6325d9e08678e937f568138943c99285f55a2076fb906ee6ef549c6b78,1,0,0,0,0,0
2026-06-20T07:03:37.774Z,76,0xe1a73b14aba44a0300c6216e04401f16a861b0a39cc1a268992327c098151c63,1,0,0,0,0,0
2026-06-20T07:03:43.775Z,77,0x8e0bfa441d88792aa8b44ddac88046c9dbdaaf0d872cc1f6342a998736051ab6,1,0,0,0,0,0
2026-06-20T07:03:49.779Z,78,0xb73a6c02f62be467c5729799c1e450c8ea45b3012a98b0f2cff9ae30630a98a8,1,0,0,0,0,0
2026-06-20T07:03:55.790Z,79,0xa9df6d9a68b8515e330a692dde0cbb3d8dd553a55a1fbf8220b2444855e0f7de,1,0,0,0,0,0
2026-06-20T07:04:01.789Z,80,0xa900f7d36c71508270b29200c807ed7de719b0e3b2ff7764777bc3a42671215f,1,0,0,0,0,0
2026-06-20T07:04:07.791Z,81,0x392c3f1cc2cb96c443bab7753c3744363c51db50abdd9f025b393d71d75e8a5e,1,0,0,0,0,0
2026-06-20T07:04:13.795Z,82,0x0113d265830e6abd7dd20f671a142b7d693c3ed6f76e46c858642162ce6f8d93,1,0,0,0,0,0
2026-06-20T07:04:19.795Z,83,0x2463536fe5d672de39a07fc2f4d0d6ad26ba590b02a4b575441244b6fb20c835,1,0,0,0,0,0
2026-06-20T07:04:25.806Z,84,0x33cee2bb3e548080ef8e16b6fcf1515b27f9be627d89aa89725ea769651f7153,4,3,3,0,0,0
2026-06-20T07:04:31.831Z,85,0x65ef7e65b7b3b526df2c40ba040a02ed38980f6771a2b799fe685145af0dadbc,5,4,1,3,0,0
2026-06-20T07:04:37.815Z,86,0xb67fc2b08884c4c460bc59b470e1858cc447e27113b3301e7cf2047e1d81a883,2,1,0,1,0,0
2026-06-20T07:04:43.812Z,87,0xe4957b9204634f85c0640fe645ba40884362d814e387fd3415aa553cf90c460e,1,0,0,0,0,0
